"Level","Date","Cases_Raw","Hospitalizations_Total","CI_Lower","CI_Upper","Level_Type"
"A - Amarillo",2020-03-04,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-05,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-06,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-07,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-08,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-09,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-10,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-11,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-12,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-13,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-14,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-15,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-16,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-17,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-18,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-19,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-20,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-21,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-22,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-23,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-24,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-25,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-26,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-27,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-28,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-29,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-30,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-03-31,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-01,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-02,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-03,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-04,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-05,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-06,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-07,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-08,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-09,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-10,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-11,NA,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-12,17,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-13,17,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-14,17,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-15,40,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-16,18,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-17,24,NA,NA,NA,"TSA"
"A - Amarillo",2020-04-18,18,21.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-04-19,35,24.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-04-20,17,24.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-04-21,17,24.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-04-22,41,24.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-04-23,41,27.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-04-24,40,29.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-04-25,46,33.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-04-26,59,37.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-04-27,64,44,NA,NA,"TSA"
"A - Amarillo",2020-04-28,67,51.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-04-29,82,57,NA,NA,"TSA"
"A - Amarillo",2020-04-30,84,63.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-05-01,87,69.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-05-02,91,76.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-05-03,101,82.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-05-04,94,86.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-05-05,90,89.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-05-06,96,91.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-05-07,109,95.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-05-08,112,99,NA,NA,"TSA"
"A - Amarillo",2020-05-09,109,101.571428571429,NA,NA,"TSA"
"A - Amarillo",2020-05-10,103,101.857142857143,NA,NA,"TSA"
"A - Amarillo",2020-05-11,98,102.428571428571,NA,NA,"TSA"
"A - Amarillo",2020-05-12,94,103,NA,NA,"TSA"
"A - Amarillo",2020-05-13,82,101,NA,NA,"TSA"
"A - Amarillo",2020-05-14,84,97.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-05-15,79,92.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-05-16,80,88.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-05-17,72,84.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-05-18,68,79.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-05-19,70,76.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-05-20,75,75.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-05-21,63,72.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-05-22,53,68.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-05-23,55,65.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-05-24,55,62.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-05-25,55,60.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-05-26,61,59.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-05-27,59,57.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-05-28,63,57.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-05-29,24,53.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-05-30,58,53.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-05-31,39,51.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-06-01,47,50.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-06-02,45,47.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-06-03,46,46,NA,NA,"TSA"
"A - Amarillo",2020-06-04,38,42.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-06-05,31,43.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-06-06,32,39.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-06-07,31,38.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-06-08,25,35.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-06-09,29,33.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-06-10,25,30.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-06-11,23,28,NA,NA,"TSA"
"A - Amarillo",2020-06-12,17,26,NA,NA,"TSA"
"A - Amarillo",2020-06-13,18,24,NA,NA,"TSA"
"A - Amarillo",2020-06-14,17,22,NA,NA,"TSA"
"A - Amarillo",2020-06-15,16,20.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-06-16,25,20.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-06-17,23,19.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-06-18,24,20,NA,NA,"TSA"
"A - Amarillo",2020-06-19,22,20.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-06-20,20,21,NA,NA,"TSA"
"A - Amarillo",2020-06-21,22,21.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-06-22,23,22.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-06-23,23,22.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-06-24,27,23,NA,NA,"TSA"
"A - Amarillo",2020-06-25,25,23.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-06-26,22,23.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-06-27,21,23.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-06-28,20,23,NA,NA,"TSA"
"A - Amarillo",2020-06-29,22,22.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-06-30,25,23.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-07-01,25,22.8571428571429,NA,NA,"TSA"
"A - Amarillo",2020-07-02,27,23.1428571428571,NA,NA,"TSA"
"A - Amarillo",2020-07-03,23,23.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-07-04,23,23.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-07-05,26,24.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-07-06,31,25.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-07-07,38,27.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-07-08,38,29.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-07-09,41,31.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-07-10,46,34.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-07-11,48,38.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-07-12,47,41.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-07-13,46,43.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-07-14,47,44.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-07-15,49,46.2857142857143,NA,NA,"TSA"
"A - Amarillo",2020-07-16,51,47.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-07-17,58,49.4285714285714,NA,NA,"TSA"
"A - Amarillo",2020-07-18,63,51.5714285714286,NA,NA,"TSA"
"A - Amarillo",2020-07-19,62,53.7142857142857,NA,NA,"TSA"
"A - Amarillo",2020-07-20,NA,55.8670368769605,54.5843974816554,57.1496762722656,"TSA"
"A - Amarillo",2020-07-21,NA,58.0108388831933,55.4585684489022,60.5631093174844,"TSA"
"A - Amarillo",2020-07-22,NA,60.1627354154629,55.8673036623773,64.4581671685486,"TSA"
"A - Amarillo",2020-07-23,NA,62.3073104362376,56.1512116685987,68.4634092038764,"TSA"
"A - Amarillo",2020-07-24,NA,64.4585077756418,56.1160364479944,72.8009791032893,"TSA"
"A - Amarillo",2020-07-25,NA,66.6037152174597,55.959696303914,77.2477341310054,"TSA"
"A - Amarillo",2020-07-26,NA,68.7543405310385,55.553643692045,81.955037370032,"TSA"
"A - Amarillo",2020-07-27,NA,70.9000653711126,55.0301242145511,86.7700065276741,"TSA"
"A - Amarillo",2020-07-28,NA,73.0502226971572,54.2990503140714,91.801395080243,"TSA"
"A - Amarillo",2020-07-29,NA,75.19637083269,53.4540586269144,96.9386830384655,"TSA"
"B - Lubbock",2020-03-04,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-05,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-06,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-07,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-08,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-09,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-10,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-11,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-12,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-13,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-14,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-15,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-16,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-17,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-18,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-19,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-20,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-21,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-22,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-23,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-24,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-25,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-26,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-27,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-28,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-29,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-30,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-03-31,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-01,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-02,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-03,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-04,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-05,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-06,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-07,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-08,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-09,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-10,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-11,NA,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-12,34,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-13,35,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-14,31,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-15,34,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-16,32,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-17,38,NA,NA,NA,"TSA"
"B - Lubbock",2020-04-18,35,34.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-04-19,32,33.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-04-20,32,33.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-04-21,46,35.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-04-22,28,34.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-04-23,25,33.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-04-24,27,32.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-04-25,32,31.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-04-26,26,30.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-04-27,29,30.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-04-28,29,28,NA,NA,"TSA"
"B - Lubbock",2020-04-29,31,28.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-04-30,38,30.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-01,36,31.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-05-02,37,32.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-03,29,32.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-05-04,30,32.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-05-05,33,33.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-05-06,37,34.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-07,32,33.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-05-08,28,32.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-09,27,30.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-05-10,25,30.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-11,23,29.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-12,25,28.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-05-13,19,25.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-05-14,22,24.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-05-15,21,23.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-05-16,20,22.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-05-17,19,21.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-18,20,20.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-05-19,21,20.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-20,25,21.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-05-21,20,20.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-05-22,15,20,NA,NA,"TSA"
"B - Lubbock",2020-05-23,14,19.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-05-24,13,18.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-05-25,16,17.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-05-26,16,17,NA,NA,"TSA"
"B - Lubbock",2020-05-27,15,15.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-05-28,14,14.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-05-29,20,15.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-05-30,14,15.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-05-31,12,15.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-06-01,14,15,NA,NA,"TSA"
"B - Lubbock",2020-06-02,16,15,NA,NA,"TSA"
"B - Lubbock",2020-06-03,19,15.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-06-04,16,15.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-06-05,13,14.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-06-06,11,14.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-06-07,11,14.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-06-08,10,13.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-06-09,10,12.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-06-10,15,12.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-06-11,14,12,NA,NA,"TSA"
"B - Lubbock",2020-06-12,17,12.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-06-13,18,13.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-06-14,16,14.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-06-15,15,15,NA,NA,"TSA"
"B - Lubbock",2020-06-16,14,15.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-06-17,16,15.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-06-18,20,16.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-06-19,21,17.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-06-20,22,17.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-06-21,22,18.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-06-22,22,19.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-06-23,25,21.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-06-24,34,23.7142857142857,NA,NA,"TSA"
"B - Lubbock",2020-06-25,37,26.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-06-26,43,29.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-06-27,42,32.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-06-28,51,36.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-06-29,49,40.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-06-30,58,44.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-07-01,72,50.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-07-02,74,55.5714285714286,NA,NA,"TSA"
"B - Lubbock",2020-07-03,98,63.4285714285714,NA,NA,"TSA"
"B - Lubbock",2020-07-04,88,70,NA,NA,"TSA"
"B - Lubbock",2020-07-05,93,76,NA,NA,"TSA"
"B - Lubbock",2020-07-06,86,81.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-07-07,97,86.8571428571429,NA,NA,"TSA"
"B - Lubbock",2020-07-08,109,92.1428571428571,NA,NA,"TSA"
"B - Lubbock",2020-07-09,117,98.2857142857143,NA,NA,"TSA"
"B - Lubbock",2020-07-10,115,100.714285714286,NA,NA,"TSA"
"B - Lubbock",2020-07-11,128,106.428571428571,NA,NA,"TSA"
"B - Lubbock",2020-07-12,125,111,NA,NA,"TSA"
"B - Lubbock",2020-07-13,130,117.285714285714,NA,NA,"TSA"
"B - Lubbock",2020-07-14,130,122,NA,NA,"TSA"
"B - Lubbock",2020-07-15,123,124,NA,NA,"TSA"
"B - Lubbock",2020-07-16,124,125,NA,NA,"TSA"
"B - Lubbock",2020-07-17,125,126.428571428571,NA,NA,"TSA"
"B - Lubbock",2020-07-18,128,126.428571428571,NA,NA,"TSA"
"B - Lubbock",2020-07-19,114,124.857142857143,NA,NA,"TSA"
"B - Lubbock",2020-07-20,NA,123.762596002968,122.658202891121,124.866989114814,"TSA"
"B - Lubbock",2020-07-21,NA,122.523329766451,120.348428523117,124.698231009785,"TSA"
"B - Lubbock",2020-07-22,NA,121.32798154748,117.82613179443,124.829831300529,"TSA"
"B - Lubbock",2020-07-23,NA,120.119305519656,115.108035565763,125.130575473549,"TSA"
"B - Lubbock",2020-07-24,NA,118.914674084433,112.223315032146,125.606033136719,"TSA"
"B - Lubbock",2020-07-25,NA,117.70881523595,109.184705969647,126.232924502254,"TSA"
"B - Lubbock",2020-07-26,NA,116.503328870795,106.004978865404,127.001678876186,"TSA"
"B - Lubbock",2020-07-27,NA,115.297729468056,102.693293953061,127.902164983051,"TSA"
"B - Lubbock",2020-07-28,NA,114.092164368853,99.2575245515531,128.926804186153,"TSA"
"B - Lubbock",2020-07-29,NA,112.88658885955,95.7041860306383,130.068991688462,"TSA"
"C - Wichita Falls",2020-03-04,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-05,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-06,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-07,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-08,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-09,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-10,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-11,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-12,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-13,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-14,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-15,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-16,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-17,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-18,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-19,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-20,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-21,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-22,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-23,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-24,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-25,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-26,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-27,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-28,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-29,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-30,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-03-31,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-01,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-02,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-03,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-04,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-05,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-06,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-07,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-08,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-09,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-10,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-11,NA,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-12,5,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-13,5,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-14,6,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-15,4,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-16,5,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-17,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-18,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-19,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-20,2,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-21,4,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-22,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-23,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-24,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-25,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-26,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-27,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-28,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-29,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-04-30,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-01,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-02,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-03,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-04,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-05,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-06,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-07,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-08,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-09,2,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-10,2,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-11,2,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-12,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-13,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-14,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-15,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-16,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-17,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-18,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-19,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-20,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-21,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-22,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-23,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-24,1,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-25,2,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-26,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-27,0,NA,NA,NA,"TSA"
"C - Wichita Falls",2020-05-28,0,NA,NA,NA,"TSA"
